file_id,subset_id,relative_file_path,rpm_mean,torque_mean_nm,rpm_bin,torque_bin,stratum,split,split_version,random_seed
A-0188,A_full_set,dataset/audio/A_full_set/189_Engine-A.wav,3799.178483234188,163.93138053294442,2,2,R2_T2,validation,SPLIT-001,42
A-0189,A_full_set,dataset/audio/A_full_set/190_Engine-A.wav,3407.518715070192,23.49808188957897,2,1,R2_T1,train,SPLIT-001,42
A-0190,A_full_set,dataset/audio/A_full_set/191_Engine-A.wav,4210.524817986217,153.6311269000294,2,2,R2_T2,train,SPLIT-001,42
A-0191,A_full_set,dataset/audio/A_full_set/192_Engine-A.wav,5439.267243796247,-85.53506851196289,3,0,R3_T0,train,SPLIT-001,42
A-0192,A_full_set,dataset/audio/A_full_set/193_Engine-A.wav,3463.8785514728165,170.05386745380514,2,2,R2_T2,train,SPLIT-001,42
A-0193,A_full_set,dataset/audio/A_full_set/194_Engine-A.wav,1190.3619600828424,53.63405796247446,0,1,R0_T1,train,SPLIT-001,42
A-0194,A_full_set,dataset/audio/A_full_set/195_Engine-A.wav,3653.853768966386,38.72302104464068,2,1,R2_T1,validation,SPLIT-001,42
A-0195,A_full_set,dataset/audio/A_full_set/196_Engine-A.wav,6048.812923069569,-96.34936505863014,3,0,R3_T0,train,SPLIT-001,42
A-0196,A_full_set,dataset/audio/A_full_set/197_Engine-A.wav,4801.2559625093845,-77.6437824485609,3,0,R3_T0,validation,SPLIT-001,42
A-0197,A_full_set,dataset/audio/A_full_set/198_Engine-A.wav,4934.763539322024,378.9614307331199,3,3,R3_T3,train,SPLIT-001,42
A-0198,A_full_set,dataset/audio/A_full_set/199_Engine-A.wav,1377.7367827045884,-11.805259787293307,0,1,R0_T1,train,SPLIT-001,42
A-0199,A_full_set,dataset/audio/A_full_set/200_Engine-A.wav,2904.774440465581,266.71030251314323,1,3,R1_T3,train,SPLIT-001,42
A-0200,A_full_set,dataset/audio/A_full_set/201_Engine-A.wav,5652.583587460402,-12.974364893223212,3,1,R3_T1,test,SPLIT-001,42
A-0201,A_full_set,dataset/audio/A_full_set/202_Engine-A.wav,2713.2520423485685,27.694221932878374,1,1,R1_T1,train,SPLIT-001,42
A-0202,A_full_set,dataset/audio/A_full_set/203_Engine-A.wav,3627.8875516467833,694.5968151567466,2,3,R2_T3,test,SPLIT-001,42
A-0203,A_full_set,dataset/audio/A_full_set/204_Engine-A.wav,1371.235238051996,-11.548307413654276,0,1,R0_T1,train,SPLIT-001,42
A-0204,A_full_set,dataset/audio/A_full_set/205_Engine-A.wav,2133.338627388807,-75.55676571398892,1,0,R1_T0,validation,SPLIT-001,42
A-0205,A_full_set,dataset/audio/A_full_set/206_Engine-A.wav,1314.324370180042,-10.542646526967284,0,1,R0_T1,validation,SPLIT-001,42
A-0206,A_full_set,dataset/audio/A_full_set/207_Engine-A.wav,2579.844518728696,358.0328741823109,1,3,R1_T3,train,SPLIT-001,42
A-0207,A_full_set,dataset/audio/A_full_set/208_Engine-A.wav,3207.483259578384,264.3662917904737,2,3,R2_T3,train,SPLIT-001,42
A-0208,A_full_set,dataset/audio/A_full_set/209_Engine-A.wav,4263.321935968994,-90.79601861597077,2,0,R2_T0,train,SPLIT-001,42
A-0209,A_full_set,dataset/audio/A_full_set/210_Engine-A.wav,3128.439955465839,487.00854371233686,2,3,R2_T3,train,SPLIT-001,42
A-0210,A_full_set,dataset/audio/A_full_set/211_Engine-A.wav,1511.0639102125074,263.6498214577782,0,3,R0_T3,train,SPLIT-001,42
A-0211,A_full_set,dataset/audio/A_full_set/212_Engine-A.wav,5105.201114855084,337.3999874234965,3,3,R3_T3,train,SPLIT-001,42
A-0212,A_full_set,dataset/audio/A_full_set/213_Engine-A.wav,6641.731219417044,35.476753456165866,3,1,R3_T1,test,SPLIT-001,42
A-0213,A_full_set,dataset/audio/A_full_set/214_Engine-A.wav,2631.087367256805,194.33822197642752,1,2,R1_T2,train,SPLIT-001,42
A-0214,A_full_set,dataset/audio/A_full_set/215_Engine-A.wav,6305.324415948442,318.5380615286446,3,3,R3_T3,train,SPLIT-001,42
A-0215,A_full_set,dataset/audio/A_full_set/216_Engine-A.wav,1201.6281838122948,379.5259699180225,0,3,R0_T3,train,SPLIT-001,42
A-0216,A_full_set,dataset/audio/A_full_set/217_Engine-A.wav,5398.465516185676,-86.6200284658545,3,0,R3_T0,validation,SPLIT-001,42
A-0217,A_full_set,dataset/audio/A_full_set/218_Engine-A.wav,1101.769162516607,-6.129321948622623,0,1,R0_T1,train,SPLIT-001,42
A-0218,A_full_set,dataset/audio/A_full_set/219_Engine-A.wav,3207.7344263795267,168.0258855845547,2,2,R2_T2,train,SPLIT-001,42
A-0219,A_full_set,dataset/audio/A_full_set/220_Engine-A.wav,4498.6350987338765,-72.2017243754896,3,0,R3_T0,test,SPLIT-001,42
A-0220,A_full_set,dataset/audio/A_full_set/221_Engine-A.wav,5087.441018474135,-80.5619474995104,3,0,R3_T0,train,SPLIT-001,42
A-0221,A_full_set,dataset/audio/A_full_set/222_Engine-A.wav,1399.2365565726427,-12.172047271314998,0,1,R0_T1,train,SPLIT-001,42
A-0222,A_full_set,dataset/audio/A_full_set/223_Engine-A.wav,4548.239314588428,251.66794898387212,3,3,R3_T3,test,SPLIT-001,42
A-0223,A_full_set,dataset/audio/A_full_set/224_Engine-A.wav,6594.329338570743,307.4544251764768,3,3,R3_T3,train,SPLIT-001,42
A-0224,A_full_set,dataset/audio/A_full_set/225_Engine-A.wav,1563.6265742918297,-4.330366423598192,0,1,R0_T1,train,SPLIT-001,42
A-0225,A_full_set,dataset/audio/A_full_set/226_Engine-A.wav,2708.7991543151625,-21.834469620306887,1,0,R1_T0,train,SPLIT-001,42
A-0226,A_full_set,dataset/audio/A_full_set/227_Engine-A.wav,6463.68077234201,113.51968258700072,3,2,R3_T2,train,SPLIT-001,42
A-0227,A_full_set,dataset/audio/A_full_set/228_Engine-A.wav,891.7215094010681,20.77415621377588,0,1,R0_T1,train,SPLIT-001,42
A-0228,A_full_set,dataset/audio/A_full_set/229_Engine-A.wav,4500.507446743932,425.9685804268855,3,3,R3_T3,train,SPLIT-001,42
A-0229,A_full_set,dataset/audio/A_full_set/230_Engine-A.wav,2656.384079400884,716.8885543734528,1,3,R1_T3,train,SPLIT-001,42
A-0230,A_full_set,dataset/audio/A_full_set/231_Engine-A.wav,937.113393529802,-1.6366705106563322,0,1,R0_T1,train,SPLIT-001,42
A-0231,A_full_set,dataset/audio/A_full_set/232_Engine-A.wav,947.6580259700615,-6.50456187625726,0,1,R0_T1,test,SPLIT-001,42
A-0232,A_full_set,dataset/audio/A_full_set/233_Engine-A.wav,0.0,10.953492575544653,0,1,R0_T1,train,SPLIT-001,42
A-0233,A_full_set,dataset/audio/A_full_set/234_Engine-A.wav,3770.085855292757,16.37118569557583,2,1,R2_T1,train,SPLIT-001,42
A-0234,A_full_set,dataset/audio/A_full_set/235_Engine-A.wav,1952.9500417242457,220.96714915087952,1,2,R1_T2,train,SPLIT-001,42
A-0235,A_full_set,dataset/audio/A_full_set/236_Engine-A.wav,2103.822518428813,156.60933719417912,1,2,R1_T2,train,SPLIT-001,42
A-0236,A_full_set,dataset/audio/A_full_set/237_Engine-A.wav,1197.0884924574482,205.4566759212012,0,2,R0_T2,train,SPLIT-001,42
A-0237,A_full_set,dataset/audio/A_full_set/238_Engine-A.wav,4277.978570932942,212.5404245226687,2,2,R2_T2,train,SPLIT-001,42
A-0238,A_full_set,dataset/audio/A_full_set/239_Engine-A.wav,4489.483060721678,115.51558904993168,3,2,R3_T2,train,SPLIT-001,42
A-0239,A_full_set,dataset/audio/A_full_set/240_Engine-A.wav,1785.7179652061566,-75.55194208615518,1,0,R1_T0,train,SPLIT-001,42
A-0240,A_full_set,dataset/audio/A_full_set/241_Engine-A.wav,940.7974909695369,-6.916592873278118,0,1,R0_T1,train,SPLIT-001,42
A-0241,A_full_set,dataset/audio/A_full_set/242_Engine-A.wav,1951.1550298551235,18.19940329244143,1,1,R1_T1,train,SPLIT-001,42
A-0242,A_full_set,dataset/audio/A_full_set/243_Engine-A.wav,6290.576451361239,-99.63423777540804,3,0,R3_T0,train,SPLIT-001,42
A-0243,A_full_set,dataset/audio/A_full_set/244_Engine-A.wav,3699.8327358628353,181.74169101043125,2,2,R2_T2,train,SPLIT-001,42
A-0244,A_full_set,dataset/audio/A_full_set/245_Engine-A.wav,3533.155652694909,-57.85422968670605,2,0,R2_T0,train,SPLIT-001,42
A-0245,A_full_set,dataset/audio/A_full_set/246_Engine-A.wav,1143.1558464277728,-7.866329151763503,0,1,R0_T1,validation,SPLIT-001,42
A-0246,A_full_set,dataset/audio/A_full_set/247_Engine-A.wav,5087.499591741669,-74.50822819484753,3,0,R3_T0,train,SPLIT-001,42
A-0247,A_full_set,dataset/audio/A_full_set/248_Engine-A.wav,906.4879679655812,10.172277839344998,0,1,R0_T1,train,SPLIT-001,42
A-0248,A_full_set,dataset/audio/A_full_set/249_Engine-A.wav,2397.8874499235694,-22.64751415184843,1,0,R1_T0,train,SPLIT-001,42
A-0249,A_full_set,dataset/audio/A_full_set/250_Engine-A.wav,4627.285953201253,227.45385787674405,3,3,R3_T3,train,SPLIT-001,42
A-0250,A_full_set,dataset/audio/A_full_set/251_Engine-A.wav,2848.2951952512994,99.95169378554594,1,2,R1_T2,train,SPLIT-001,42
A-0251,A_full_set,dataset/audio/A_full_set/252_Engine-A.wav,2102.2035138716865,77.57867151482641,1,2,R1_T2,train,SPLIT-001,42
A-0252,A_full_set,dataset/audio/A_full_set/253_Engine-A.wav,1951.630741212426,377.4100585358576,1,3,R1_T3,train,SPLIT-001,42
A-0253,A_full_set,dataset/audio/A_full_set/254_Engine-A.wav,1378.488301569785,7.60849786994638,0,1,R0_T1,train,SPLIT-001,42
A-0254,A_full_set,dataset/audio/A_full_set/255_Engine-A.wav,5119.048451989647,-81.4838497813155,3,0,R3_T0,train,SPLIT-001,42
A-0255,A_full_set,dataset/audio/A_full_set/256_Engine-A.wav,4583.293322431363,232.01507759611133,3,3,R3_T3,test,SPLIT-001,42
A-0256,A_full_set,dataset/audio/A_full_set/257_Engine-A.wav,6595.675711198287,-102.32652528719468,3,0,R3_T0,validation,SPLIT-001,42
A-0257,A_full_set,dataset/audio/A_full_set/258_Engine-A.wav,918.2592418485034,193.5526879565363,0,2,R0_T2,train,SPLIT-001,42
A-0258,A_full_set,dataset/audio/A_full_set/259_Engine-A.wav,4497.437898899481,228.78278877030863,3,3,R3_T3,train,SPLIT-001,42
A-0259,A_full_set,dataset/audio/A_full_set/260_Engine-A.wav,5440.383931197743,452.8188370832122,3,3,R3_T3,train,SPLIT-001,42
A-0260,A_full_set,dataset/audio/A_full_set/261_Engine-A.wav,4521.247926899774,453.4634642041325,3,3,R3_T3,validation,SPLIT-001,42
A-0261,A_full_set,dataset/audio/A_full_set/262_Engine-A.wav,5253.995056979378,-82.27261525182543,3,0,R3_T0,train,SPLIT-001,42
A-0262,A_full_set,dataset/audio/A_full_set/263_Engine-A.wav,4421.642815711375,166.63836450757697,2,2,R2_T2,test,SPLIT-001,42
A-0263,A_full_set,dataset/audio/A_full_set/264_Engine-A.wav,1633.1938363830832,-27.49033272266388,0,0,R0_T0,train,SPLIT-001,42
A-0264,A_full_set,dataset/audio/A_full_set/265_Engine-A.wav,972.167093643974,-6.881615450065634,0,1,R0_T1,train,SPLIT-001,42
A-0265,A_full_set,dataset/audio/A_full_set/266_Engine-A.wav,5960.256074114544,-92.4996246296539,3,0,R3_T0,train,SPLIT-001,42
A-0266,A_full_set,dataset/audio/A_full_set/267_Engine-A.wav,3616.756055692229,457.42611252900326,2,3,R2_T3,train,SPLIT-001,42
A-0267,A_full_set,dataset/audio/A_full_set/268_Engine-A.wav,4079.068999044941,-69.1355508840504,2,0,R2_T0,train,SPLIT-001,42
A-0268,A_full_set,dataset/audio/A_full_set/269_Engine-A.wav,733.4982552179476,-6.157084441766506,0,1,R0_T1,train,SPLIT-001,42
A-0269,A_full_set,dataset/audio/A_full_set/270_Engine-A.wav,6011.03201950038,303.002544078562,3,3,R3_T3,validation,SPLIT-001,42
A-0270,A_full_set,dataset/audio/A_full_set/271_Engine-A.wav,2343.799430309596,-67.92643565149488,1,0,R1_T0,validation,SPLIT-001,42
A-0271,A_full_set,dataset/audio/A_full_set/272_Engine-A.wav,1172.418281778522,-8.256252555326483,0,1,R0_T1,test,SPLIT-001,42
A-0272,A_full_set,dataset/audio/A_full_set/273_Engine-A.wav,3305.0836423132478,27.16705386132032,2,1,R2_T1,train,SPLIT-001,42
A-0273,A_full_set,dataset/audio/A_full_set/274_Engine-A.wav,1565.8192688856668,271.993541924288,0,3,R0_T3,validation,SPLIT-001,42
A-0274,A_full_set,dataset/audio/A_full_set/275_Engine-A.wav,3911.218382418156,449.0415378813706,2,3,R2_T3,train,SPLIT-001,42
A-0275,A_full_set,dataset/audio/A_full_set/276_Engine-A.wav,6285.424808146993,116.60457428634275,3,2,R3_T2,train,SPLIT-001,42
A-0276,A_full_set,dataset/audio/A_full_set/277_Engine-A.wav,3556.1842559152824,166.48799632622945,2,2,R2_T2,train,SPLIT-001,42
A-0277,A_full_set,dataset/audio/A_full_set/278_Engine-A.wav,3165.4792909699727,127.98614176308236,2,2,R2_T2,train,SPLIT-001,42
A-0278,A_full_set,dataset/audio/A_full_set/279_Engine-A.wav,772.7464650058488,-6.405663322303999,0,1,R0_T1,train,SPLIT-001,42
A-0279,A_full_set,dataset/audio/A_full_set/280_Engine-A.wav,1796.1581890048876,71.48247175529355,1,2,R1_T2,test,SPLIT-001,42
A-0280,A_full_set,dataset/audio/A_full_set/281_Engine-A.wav,5833.607212305069,118.76564198732376,3,2,R3_T2,train,SPLIT-001,42
A-0281,A_full_set,dataset/audio/A_full_set/282_Engine-A.wav,1878.7725856956752,-28.90798056997904,1,0,R1_T0,train,SPLIT-001,42
A-0282,A_full_set,dataset/audio/A_full_set/283_Engine-A.wav,2161.1266009529754,162.3038117736982,1,2,R1_T2,train,SPLIT-001,42
A-0283,A_full_set,dataset/audio/A_full_set/284_Engine-A.wav,3497.920589395332,336.1028472259439,2,3,R2_T3,train,SPLIT-001,42
A-0284,A_full_set,dataset/audio/A_full_set/285_Engine-A.wav,3610.869508429922,23.88127901546832,2,1,R2_T1,train,SPLIT-001,42
A-0285,A_full_set,dataset/audio/A_full_set/286_Engine-A.wav,1287.786080068366,275.2691422439203,0,3,R0_T3,train,SPLIT-001,42
A-0286,A_full_set,dataset/audio/A_full_set/287_Engine-A.wav,2103.1775403022766,12.364115297794342,1,1,R1_T1,train,SPLIT-001,42
A-0287,A_full_set,dataset/audio/A_full_set/288_Engine-A.wav,6319.16174312043,454.4825444813648,3,3,R3_T3,train,SPLIT-001,42
A-0288,A_full_set,dataset/audio/A_full_set/289_Engine-A.wav,4764.105882209598,-16.993118010885347,3,1,R3_T1,test,SPLIT-001,42
A-0289,A_full_set,dataset/audio/A_full_set/290_Engine-A.wav,3907.692646353503,31.83791954428169,2,1,R2_T1,train,SPLIT-001,42
A-0290,A_full_set,dataset/audio/A_full_set/291_Engine-A.wav,6371.335919698079,-24.013631867199408,3,0,R3_T0,test,SPLIT-001,42
A-0291,A_full_set,dataset/audio/A_full_set/292_Engine-A.wav,981.6184142088728,-6.788169151039909,0,1,R0_T1,test,SPLIT-001,42
A-0292,A_full_set,dataset/audio/A_full_set/293_Engine-A.wav,3607.227950367501,34.94504034357665,2,1,R2_T1,test,SPLIT-001,42
A-0293,A_full_set,dataset/audio/A_full_set/294_Engine-A.wav,5014.2481537692265,-79.9853616936743,3,0,R3_T0,train,SPLIT-001,42
A-0294,A_full_set,dataset/audio/A_full_set/295_Engine-A.wav,1556.608242458767,-18.10130018528884,0,1,R0_T1,train,SPLIT-001,42
A-0295,A_full_set,dataset/audio/A_full_set/296_Engine-A.wav,6087.840607495812,168.95917153293848,3,2,R3_T2,validation,SPLIT-001,42
A-0296,A_full_set,dataset/audio/A_full_set/297_Engine-A.wav,1105.981809724637,-7.243406559393658,0,1,R0_T1,test,SPLIT-001,42
A-0297,A_full_set,dataset/audio/A_full_set/298_Engine-A.wav,2705.5343131708905,382.5754881034376,1,3,R1_T3,train,SPLIT-001,42
A-0298,A_full_set,dataset/audio/A_full_set/299_Engine-A.wav,1545.3298894370475,15.303448157581856,0,1,R0_T1,train,SPLIT-001,42
A-0299,A_full_set,dataset/audio/A_full_set/300_Engine-A.wav,1003.4187147777664,-6.826215866072317,0,1,R0_T1,train,SPLIT-001,42
A-0300,A_full_set,dataset/audio/A_full_set/301_Engine-A.wav,908.3047005575646,66.18648020932025,0,2,R0_T2,validation,SPLIT-001,42
A-0301,A_full_set,dataset/audio/A_full_set/302_Engine-A.wav,3321.895553561266,457.8710673098079,2,3,R2_T3,train,SPLIT-001,42
A-0302,A_full_set,dataset/audio/A_full_set/303_Engine-A.wav,2523.8745376669617,-76.25348186751368,1,0,R1_T0,train,SPLIT-001,42
A-0303,A_full_set,dataset/audio/A_full_set/304_Engine-A.wav,6109.583934794274,-96.98435739450017,3,0,R3_T0,train,SPLIT-001,42
A-0304,A_full_set,dataset/audio/A_full_set/305_Engine-A.wav,4189.774809426409,-91.1933774353689,2,0,R2_T0,validation,SPLIT-001,42
A-0305,A_full_set,dataset/audio/A_full_set/306_Engine-A.wav,4440.969712172097,165.30832667983967,2,2,R2_T2,train,SPLIT-001,42
A-0306,A_full_set,dataset/audio/A_full_set/307_Engine-A.wav,2062.247044219557,-30.014082022152618,1,0,R1_T0,train,SPLIT-001,42
A-0307,A_full_set,dataset/audio/A_full_set/308_Engine-A.wav,2249.174646355889,321.5831580487165,1,3,R1_T3,train,SPLIT-001,42
A-0308,A_full_set,dataset/audio/A_full_set/309_Engine-A.wav,3204.246913564616,120.59761455346798,2,2,R2_T2,test,SPLIT-001,42
A-0309,A_full_set,dataset/audio/A_full_set/310_Engine-A.wav,700.1015706651513,16.486249778462554,0,1,R0_T1,train,SPLIT-001,42
A-0310,A_full_set,dataset/audio/A_full_set/311_Engine-A.wav,5430.618409399275,319.467690673557,3,3,R3_T3,train,SPLIT-001,42
A-0311,A_full_set,dataset/audio/A_full_set/312_Engine-A.wav,4216.750855691388,119.4258889919374,2,2,R2_T2,train,SPLIT-001,42
A-0312,A_full_set,dataset/audio/A_full_set/313_Engine-A.wav,1345.490409033512,159.44080188203213,0,2,R0_T2,train,SPLIT-001,42
A-0313,A_full_set,dataset/audio/A_full_set/314_Engine-A.wav,2624.581037691938,-77.5461943815071,1,0,R1_T0,test,SPLIT-001,42
A-0314,A_full_set,dataset/audio/A_full_set/315_Engine-A.wav,4212.657900910881,28.68149999398083,2,1,R2_T1,train,SPLIT-001,42
A-0315,A_full_set,dataset/audio/A_full_set/316_Engine-A.wav,4408.856891745797,366.8269409138336,2,3,R2_T3,train,SPLIT-001,42
A-0316,A_full_set,dataset/audio/A_full_set/317_Engine-A.wav,4638.287090415231,468.73956938746176,3,3,R3_T3,train,SPLIT-001,42
A-0317,A_full_set,dataset/audio/A_full_set/318_Engine-A.wav,4507.176468184182,317.89246121129315,3,3,R3_T3,train,SPLIT-001,42
A-0318,A_full_set,dataset/audio/A_full_set/319_Engine-A.wav,1788.3066528857885,-26.66977848786972,1,0,R1_T0,train,SPLIT-001,42
A-0319,A_full_set,dataset/audio/A_full_set/320_Engine-A.wav,2580.357500401939,423.9816855350484,1,3,R1_T3,test,SPLIT-001,42
A-0320,A_full_set,dataset/audio/A_full_set/321_Engine-A.wav,1465.6401006186882,109.0011488648288,0,2,R0_T2,train,SPLIT-001,42
A-0321,A_full_set,dataset/audio/A_full_set/322_Engine-A.wav,3025.9511549621416,-79.01825147592601,2,0,R2_T0,train,SPLIT-001,42
A-0322,A_full_set,dataset/audio/A_full_set/323_Engine-A.wav,3547.4912555560186,469.53673825354434,2,3,R2_T3,train,SPLIT-001,42
A-0323,A_full_set,dataset/audio/A_full_set/324_Engine-A.wav,6192.60698540747,-13.507708624449526,3,1,R3_T1,validation,SPLIT-001,42
A-0324,A_full_set,dataset/audio/A_full_set/325_Engine-A.wav,5976.340858635522,226.2819005186792,3,3,R3_T3,train,SPLIT-001,42
A-0325,A_full_set,dataset/audio/A_full_set/326_Engine-A.wav,3390.948473922605,328.04251523521856,2,3,R2_T3,train,SPLIT-001,42
A-0326,A_full_set,dataset/audio/A_full_set/327_Engine-A.wav,3927.242480426196,690.8447366074262,2,3,R2_T3,validation,SPLIT-001,42
A-0327,A_full_set,dataset/audio/A_full_set/328_Engine-A.wav,3724.825679189791,171.89157935662,2,2,R2_T2,validation,SPLIT-001,42
A-0328,A_full_set,dataset/audio/A_full_set/329_Engine-A.wav,3267.8434268568917,-57.87496225620673,2,0,R2_T0,train,SPLIT-001,42
A-0329,A_full_set,dataset/audio/A_full_set/330_Engine-A.wav,4786.724791807287,636.2403009811677,3,3,R3_T3,validation,SPLIT-001,42
A-0330,A_full_set,dataset/audio/A_full_set/331_Engine-A.wav,2273.740845450218,-35.887507461920016,1,0,R1_T0,train,SPLIT-001,42
A-0331,A_full_set,dataset/audio/A_full_set/332_Engine-A.wav,3531.307919303253,329.6770538805623,2,3,R2_T3,train,SPLIT-001,42
A-0332,A_full_set,dataset/audio/A_full_set/333_Engine-A.wav,1853.4893769881912,165.6940903185506,1,2,R1_T2,validation,SPLIT-001,42
A-0333,A_full_set,dataset/audio/A_full_set/334_Engine-A.wav,1168.9803637786283,-8.294275640472163,0,1,R0_T1,validation,SPLIT-001,42
A-0334,A_full_set,dataset/audio/A_full_set/335_Engine-A.wav,3309.852017555133,-58.52966660083471,2,0,R2_T0,test,SPLIT-001,42
A-0335,A_full_set,dataset/audio/A_full_set/336_Engine-A.wav,1503.6163706707096,121.1242814330946,0,2,R0_T2,train,SPLIT-001,42
A-0336,A_full_set,dataset/audio/A_full_set/337_Engine-A.wav,3457.165764761972,639.4323171018721,2,3,R2_T3,train,SPLIT-001,42
A-0337,A_full_set,dataset/audio/A_full_set/338_Engine-A.wav,6160.995213578387,-27.056701008866472,3,0,R3_T0,test,SPLIT-001,42
A-0338,A_full_set,dataset/audio/A_full_set/339_Engine-A.wav,1870.41317751091,423.8194037646782,1,3,R1_T3,train,SPLIT-001,42
A-0339,A_full_set,dataset/audio/A_full_set/340_Engine-A.wav,2826.3247337444686,-20.09963441347365,1,1,R1_T1,train,SPLIT-001,42
A-0340,A_full_set,dataset/audio/A_full_set/341_Engine-A.wav,1090.9059384974037,-14.439336781902364,0,1,R0_T1,train,SPLIT-001,42
A-0341,A_full_set,dataset/audio/A_full_set/342_Engine-A.wav,1098.5631234600614,0.538888429884665,0,1,R0_T1,train,SPLIT-001,42
A-0342,A_full_set,dataset/audio/A_full_set/343_Engine-A.wav,2156.9486354424703,163.15448171724148,1,2,R1_T2,train,SPLIT-001,42
A-0343,A_full_set,dataset/audio/A_full_set/344_Engine-A.wav,2224.379600690944,-20.751953125,1,1,R1_T1,train,SPLIT-001,42
A-0344,A_full_set,dataset/audio/A_full_set/345_Engine-A.wav,737.5975258975408,-6.427764468345778,0,1,R0_T1,test,SPLIT-001,42
A-0345,A_full_set,dataset/audio/A_full_set/346_Engine-A.wav,1190.175168135324,-10.638836694022627,0,1,R0_T1,validation,SPLIT-001,42
A-0346,A_full_set,dataset/audio/A_full_set/347_Engine-A.wav,4863.164457202281,231.96835122457364,3,3,R3_T3,train,SPLIT-001,42
A-0347,A_full_set,dataset/audio/A_full_set/348_Engine-A.wav,3019.747848790061,22.959681110900814,2,1,R2_T1,train,SPLIT-001,42
A-0348,A_full_set,dataset/audio/A_full_set/349_Engine-A.wav,1044.6959028961835,139.80701982334097,0,2,R0_T2,validation,SPLIT-001,42
A-0349,A_full_set,dataset/audio/A_full_set/350_Engine-A.wav,1112.6658540431076,91.28191904000796,0,2,R0_T2,train,SPLIT-001,42
A-0350,A_full_set,dataset/audio/A_full_set/351_Engine-A.wav,2107.356295378312,305.2454312469648,1,3,R1_T3,validation,SPLIT-001,42
A-0351,A_full_set,dataset/audio/A_full_set/352_Engine-A.wav,3202.355933254004,386.05607686650137,2,3,R2_T3,train,SPLIT-001,42
A-0352,A_full_set,dataset/audio/A_full_set/353_Engine-A.wav,3585.476068946404,218.93249935574,2,2,R2_T2,test,SPLIT-001,42
A-0353,A_full_set,dataset/audio/A_full_set/354_Engine-A.wav,5350.224474513972,-18.3432106618528,3,1,R3_T1,validation,SPLIT-001,42
A-0354,A_full_set,dataset/audio/A_full_set/355_Engine-A.wav,953.406319631218,-6.6274648141471175,0,1,R0_T1,test,SPLIT-001,42
A-0355,A_full_set,dataset/audio/A_full_set/356_Engine-A.wav,1862.3738829036392,-27.499086953760163,1,0,R1_T0,train,SPLIT-001,42
A-0356,A_full_set,dataset/audio/A_full_set/357_Engine-A.wav,4918.57521966867,-96.35195610645988,3,0,R3_T0,train,SPLIT-001,42
A-0357,A_full_set,dataset/audio/A_full_set/358_Engine-A.wav,3010.6978749369714,-54.18968182784301,2,0,R2_T0,test,SPLIT-001,42
A-0358,A_full_set,dataset/audio/A_full_set/359_Engine-A.wav,2331.419998520435,161.12602208041886,1,2,R1_T2,train,SPLIT-001,42
A-0359,A_full_set,dataset/audio/A_full_set/360_Engine-A.wav,3166.110084761126,167.2812258195748,2,2,R2_T2,validation,SPLIT-001,42
A-0360,A_full_set,dataset/audio/A_full_set/361_Engine-A.wav,2242.477872025441,82.35105992678334,1,2,R1_T2,train,SPLIT-001,42
A-0361,A_full_set,dataset/audio/A_full_set/362_Engine-A.wav,1064.0377546067484,60.46787603114679,0,1,R0_T1,train,SPLIT-001,42
A-0362,A_full_set,dataset/audio/A_full_set/363_Engine-A.wav,3563.159958650749,-61.3758290298586,2,0,R2_T0,validation,SPLIT-001,42
A-0363,A_full_set,dataset/audio/A_full_set/364_Engine-A.wav,2550.220905805705,175.8388003879026,1,2,R1_T2,test,SPLIT-001,42
A-0364,A_full_set,dataset/audio/A_full_set/365_Engine-A.wav,1797.6591921328634,138.41160293499485,1,2,R1_T2,validation,SPLIT-001,42
A-0365,A_full_set,dataset/audio/A_full_set/366_Engine-A.wav,5425.600196821574,454.3025628060497,3,3,R3_T3,train,SPLIT-001,42
A-0366,A_full_set,dataset/audio/A_full_set/367_Engine-A.wav,1503.4564227592657,-16.380328460114434,0,1,R0_T1,validation,SPLIT-001,42
A-0367,A_full_set,dataset/audio/A_full_set/368_Engine-A.wav,3721.815000704633,554.6517042351286,2,3,R2_T3,train,SPLIT-001,42
A-0368,A_full_set,dataset/audio/A_full_set/369_Engine-A.wav,4627.240995831668,331.75597288073067,3,3,R3_T3,train,SPLIT-001,42
A-0369,A_full_set,dataset/audio/A_full_set/370_Engine-A.wav,3145.2733962516472,-80.04654762867666,2,0,R2_T0,train,SPLIT-001,42
A-0370,A_full_set,dataset/audio/A_full_set/371_Engine-A.wav,3602.413212783177,433.5632153763671,2,3,R2_T3,train,SPLIT-001,42
A-0371,A_full_set,dataset/audio/A_full_set/372_Engine-A.wav,1807.5871702633929,20.49122432847597,1,1,R1_T1,train,SPLIT-001,42
A-0372,A_full_set,dataset/audio/A_full_set/373_Engine-A.wav,3834.3423703821695,216.6616210317224,2,2,R2_T2,train,SPLIT-001,42
A-0373,A_full_set,dataset/audio/A_full_set/374_Engine-A.wav,3310.23128736956,211.4037183435952,2,2,R2_T2,train,SPLIT-001,42
A-0374,A_full_set,dataset/audio/A_full_set/375_Engine-A.wav,2021.3782783446272,-28.266976881156445,1,0,R1_T0,train,SPLIT-001,42
A-0375,A_full_set,dataset/audio/A_full_set/376_Engine-A.wav,1762.001118890902,-60.76131932710478,0,0,R0_T0,validation,SPLIT-001,42
